id,department,intent,language,question,source,tags,answer
1314,City Social Welfare and Development Office,cswdo_aics_process,en,How to apply for Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, process",
1315,City Social Welfare and Development Office,cswdo_aics_process,en,What is the process for Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, process",
1316,City Social Welfare and Development Office,cswdo_aics_process,tl,Paano ang proseso ng Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, process",
1317,City Social Welfare and Development Office,cswdo_aics_process,bis,Unsaon pag process sa Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, process",
1318,City Social Welfare and Development Office,cswdo_aics_fee,en,How much is the fee for Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, fee",
1319,City Social Welfare and Development Office,cswdo_aics_fee,en,Cost of Assistance to Individuals in Crisis Situation (AICS),Synthetic Baseline,"assistance to individuals in crisis situation, fee",
1320,City Social Welfare and Development Office,cswdo_aics_fee,tl,Magkano ang bayad sa Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, fee",
1321,City Social Welfare and Development Office,cswdo_aics_fee,bis,Pila ang bayad para sa Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, fee",
1322,City Social Welfare and Development Office,cswdo_aics_location,en,Where to go for Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, location",
1323,City Social Welfare and Development Office,cswdo_aics_location,en,Location of office for Assistance to Individuals in Crisis Situation (AICS),Synthetic Baseline,"assistance to individuals in crisis situation, location",
1324,City Social Welfare and Development Office,cswdo_aics_location,tl,Saan ang opisina para sa Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, location",
1325,City Social Welfare and Development Office,cswdo_aics_location,bis,Asa nga opisina moadto para sa Assistance to Individuals in Crisis Situation (AICS)?,Synthetic Baseline,"assistance to individuals in crisis situation, location",
1326,City Social Welfare and Development Office,cswdo_solo_parent_id_requirements,en,What are the requirements for Solo Parent ID?,Synthetic Baseline,"solo parent, requirements",
1327,City Social Welfare and Development Office,cswdo_solo_parent_id_requirements,en,What to bring for Solo Parent ID?,Synthetic Baseline,"solo parent, requirements",
1328,City Social Welfare and Development Office,cswdo_solo_parent_id_requirements,tl,Ano ang mga kailangan para sa Solo Parent ID?,Synthetic Baseline,"solo parent, requirements",
1329,City Social Welfare and Development Office,cswdo_solo_parent_id_requirements,bis,Unsa ang requirements para sa Solo Parent ID?,Synthetic Baseline,"solo parent, requirements",
1330,City Social Welfare and Development Office,cswdo_solo_parent_id_process,en,How to apply for Solo Parent ID?,Synthetic Baseline,"solo parent, process",
1331,City Social Welfare and Development Office,cswdo_solo_parent_id_process,en,What is the process for Solo Parent ID?,Synthetic Baseline,"solo parent, process",
1332,City Social Welfare and Development Office,cswdo_solo_parent_id_process,tl,Paano ang proseso ng Solo Parent ID?,Synthetic Baseline,"solo parent, process",
1333,City Social Welfare and Development Office,cswdo_solo_parent_id_process,bis,Unsaon pag process sa Solo Parent ID?,Synthetic Baseline,"solo parent, process",
1334,City Social Welfare and Development Office,cswdo_solo_parent_id_fee,en,How much is the fee for Solo Parent ID?,Synthetic Baseline,"solo parent, fee",
1335,City Social Welfare and Development Office,cswdo_solo_parent_id_fee,en,Cost of Solo Parent ID,Synthetic Baseline,"solo parent, fee",
1336,City Social Welfare and Development Office,cswdo_solo_parent_id_fee,tl,Magkano ang bayad sa Solo Parent ID?,Synthetic Baseline,"solo parent, fee",
1337,City Social Welfare and Development Office,cswdo_solo_parent_id_fee,bis,Pila ang bayad para sa Solo Parent ID?,Synthetic Baseline,"solo parent, fee",
1338,City Social Welfare and Development Office,cswdo_solo_parent_id_location,en,Where to go for Solo Parent ID?,Synthetic Baseline,"solo parent, location",
1339,City Social Welfare and Development Office,cswdo_solo_parent_id_location,en,Location of office for Solo Parent ID,Synthetic Baseline,"solo parent, location",
1340,City Social Welfare and Development Office,cswdo_solo_parent_id_location,tl,Saan ang opisina para sa Solo Parent ID?,Synthetic Baseline,"solo parent, location",
1341,City Social Welfare and Development Office,cswdo_solo_parent_id_location,bis,Asa nga opisina moadto para sa Solo Parent ID?,Synthetic Baseline,"solo parent, location",
1342,City Social Welfare and Development Office,cswdo_pwd_id_requirements,en,What are the requirements for PWD ID?,Synthetic Baseline,"pwd, requirements",
1343,City Social Welfare and Development Office,cswdo_pwd_id_requirements,en,What to bring for PWD ID?,Synthetic Baseline,"pwd, requirements",
1344,City Social Welfare and Development Office,cswdo_pwd_id_requirements,tl,Ano ang mga kailangan para sa PWD ID?,Synthetic Baseline,"pwd, requirements",
1345,City Social Welfare and Development Office,cswdo_pwd_id_requirements,bis,Unsa ang requirements para sa PWD ID?,Synthetic Baseline,"pwd, requirements",
1346,City Social Welfare and Development Office,cswdo_pwd_id_process,en,How to apply for PWD ID?,Synthetic Baseline,"pwd, process",
1347,City Social Welfare and Development Office,cswdo_pwd_id_process,en,What is the process for PWD ID?,Synthetic Baseline,"pwd, process",
1348,City Social Welfare and Development Office,cswdo_pwd_id_process,tl,Paano ang proseso ng PWD ID?,Synthetic Baseline,"pwd, process",
1349,City Social Welfare and Development Office,cswdo_pwd_id_process,bis,Unsaon pag process sa PWD ID?,Synthetic Baseline,"pwd, process",
1350,City Social Welfare and Development Office,cswdo_pwd_id_fee,en,How much is the fee for PWD ID?,Synthetic Baseline,"pwd, fee",
1351,City Social Welfare and Development Office,cswdo_pwd_id_fee,en,Cost of PWD ID,Synthetic Baseline,"pwd, fee",
1352,City Social Welfare and Development Office,cswdo_pwd_id_fee,tl,Magkano ang bayad sa PWD ID?,Synthetic Baseline,"pwd, fee",
1353,City Social Welfare and Development Office,cswdo_pwd_id_fee,bis,Pila ang bayad para sa PWD ID?,Synthetic Baseline,"pwd, fee",
1354,City Social Welfare and Development Office,cswdo_pwd_id_location,en,Where to go for PWD ID?,Synthetic Baseline,"pwd, location",
1355,City Social Welfare and Development Office,cswdo_pwd_id_location,en,Location of office for PWD ID,Synthetic Baseline,"pwd, location",
1356,City Social Welfare and Development Office,cswdo_pwd_id_location,tl,Saan ang opisina para sa PWD ID?,Synthetic Baseline,"pwd, location",
1357,City Social Welfare and Development Office,cswdo_pwd_id_location,bis,Asa nga opisina moadto para sa PWD ID?,Synthetic Baseline,"pwd, location",
1358,City Social Welfare and Development Office,cswdo_senior_citizen_id_requirements,en,What are the requirements for Senior Citizen ID?,Synthetic Baseline,"senior citizen, requirements",
1359,City Social Welfare and Development Office,cswdo_senior_citizen_id_requirements,en,What to bring for Senior Citizen ID?,Synthetic Baseline,"senior citizen, requirements",
1360,City Social Welfare and Development Office,cswdo_senior_citizen_id_requirements,tl,Ano ang mga kailangan para sa Senior Citizen ID?,Synthetic Baseline,"senior citizen, requirements",
1361,City Social Welfare and Development Office,cswdo_senior_citizen_id_requirements,bis,Unsa ang requirements para sa Senior Citizen ID?,Synthetic Baseline,"senior citizen, requirements",
1362,City Social Welfare and Development Office,cswdo_senior_citizen_id_process,en,How to apply for Senior Citizen ID?,Synthetic Baseline,"senior citizen, process",
1363,City Social Welfare and Development Office,cswdo_senior_citizen_id_process,en,What is the process for Senior Citizen ID?,Synthetic Baseline,"senior citizen, process",
1364,City Social Welfare and Development Office,cswdo_senior_citizen_id_process,tl,Paano ang proseso ng Senior Citizen ID?,Synthetic Baseline,"senior citizen, process",
1365,City Social Welfare and Development Office,cswdo_senior_citizen_id_process,bis,Unsaon pag process sa Senior Citizen ID?,Synthetic Baseline,"senior citizen, process",
1366,City Social Welfare and Development Office,cswdo_senior_citizen_id_fee,en,How much is the fee for Senior Citizen ID?,Synthetic Baseline,"senior citizen, fee",
1367,City Social Welfare and Development Office,cswdo_senior_citizen_id_fee,en,Cost of Senior Citizen ID,Synthetic Baseline,"senior citizen, fee",
1368,City Social Welfare and Development Office,cswdo_senior_citizen_id_fee,tl,Magkano ang bayad sa Senior Citizen ID?,Synthetic Baseline,"senior citizen, fee",
1369,City Social Welfare and Development Office,cswdo_senior_citizen_id_fee,bis,Pila ang bayad para sa Senior Citizen ID?,Synthetic Baseline,"senior citizen, fee",
1370,City Social Welfare and Development Office,cswdo_senior_citizen_id_location,en,Where to go for Senior Citizen ID?,Synthetic Baseline,"senior citizen, location",
1371,City Social Welfare and Development Office,cswdo_senior_citizen_id_location,en,Location of office for Senior Citizen ID,Synthetic Baseline,"senior citizen, location",
1372,City Social Welfare and Development Office,cswdo_senior_citizen_id_location,tl,Saan ang opisina para sa Senior Citizen ID?,Synthetic Baseline,"senior citizen, location",
1373,City Social Welfare and Development Office,cswdo_senior_citizen_id_location,bis,Asa nga opisina moadto para sa Senior Citizen ID?,Synthetic Baseline,"senior citizen, location",
1374,City Social Welfare and Development Office,cswdo_social_case_study_requirements,en,What are the requirements for Social Case Study Report?,Synthetic Baseline,"social case study report, requirements",
1375,City Social Welfare and Development Office,cswdo_social_case_study_requirements,en,What to bring for Social Case Study Report?,Synthetic Baseline,"social case study report, requirements",
