id,department,intent,language,question,answer,source,tags
1057,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_location,en,Location of office for Facilitation for YORP Accreditation,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Facilitation for YORP Accreditation:

📍 **nan**",Citizen Charter Automated,"facilitation for yorp accreditation, location, where, office"
1058,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_location,tl,Saan ang opisina para sa Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Facilitation for YORP Accreditation:

📍 **nan**",Citizen Charter Automated,"facilitation for yorp accreditation, location, where, office"
1059,City Mayor's Office - Permits & Inspections,cmo_facilitation_for_yorp_accreditation_location,bis,Asa nga opisina moadto para sa Facilitation for YORP Accreditation?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Facilitation for YORP Accreditation:

📍 **nan**",Citizen Charter Automated,"facilitation for yorp accreditation, location, where, office"
1060,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_requirements,en,What are the requirements for Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Anti-Drug Symposium:



Please ensure all documents are complete.",Citizen Charter Automated,"request for anti-drug symposium, requirements, documents"
1061,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_requirements,en,What to bring for Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Anti-Drug Symposium:



Please ensure all documents are complete.",Citizen Charter Automated,"request for anti-drug symposium, requirements, documents"
1062,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_requirements,tl,Ano ang mga kailangan para sa Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Anti-Drug Symposium:



Please ensure all documents are complete.",Citizen Charter Automated,"request for anti-drug symposium, requirements, documents"
1063,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_requirements,bis,Unsa ang requirements para sa Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Anti-Drug Symposium:



Please ensure all documents are complete.",Citizen Charter Automated,"request for anti-drug symposium, requirements, documents"
1064,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_process,en,How to apply for Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Anti-Drug Symposium:

",Citizen Charter Automated,"request for anti-drug symposium, process, steps, how to"
1065,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_process,en,What is the process for Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Anti-Drug Symposium:

",Citizen Charter Automated,"request for anti-drug symposium, process, steps, how to"
1066,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_process,tl,Paano ang proseso ng Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Anti-Drug Symposium:

",Citizen Charter Automated,"request for anti-drug symposium, process, steps, how to"
1067,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_process,bis,Unsaon pag process sa Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Anti-Drug Symposium:

",Citizen Charter Automated,"request for anti-drug symposium, process, steps, how to"
1068,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_fee,en,How much is the fee for Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Anti-Drug Symposium is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for anti-drug symposium, fee, cost, price, pay"
1069,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_fee,en,Cost of Request for Anti-Drug Symposium,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Anti-Drug Symposium is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for anti-drug symposium, fee, cost, price, pay"
1070,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_fee,tl,Magkano ang bayad sa Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Anti-Drug Symposium is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for anti-drug symposium, fee, cost, price, pay"
1071,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_fee,bis,Pila ang bayad para sa Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Anti-Drug Symposium is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for anti-drug symposium, fee, cost, price, pay"
1072,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_location,en,Where to go for Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Anti-Drug Symposium:

📍 **nan**",Citizen Charter Automated,"request for anti-drug symposium, location, where, office"
1073,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_location,en,Location of office for Request for Anti-Drug Symposium,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Anti-Drug Symposium:

📍 **nan**",Citizen Charter Automated,"request for anti-drug symposium, location, where, office"
1074,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_location,tl,Saan ang opisina para sa Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Anti-Drug Symposium:

📍 **nan**",Citizen Charter Automated,"request for anti-drug symposium, location, where, office"
1075,City Mayor's Office - Permits & Inspections,cmo_request_for_anti_drug_symposium_location,bis,Asa nga opisina moadto para sa Request for Anti-Drug Symposium?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Anti-Drug Symposium:

📍 **nan**",Citizen Charter Automated,"request for anti-drug symposium, location, where, office"
1076,City Mayor's Office - Permits & Inspections,cmo_issuance_of_indigenous_people_ip_certification_requirements,en,What are the requirements for Issuance of Indigenous People (IP) Certification?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Indigenous People (IP) Certification:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of indigenous people (ip) certification, requirements, documents"
1077,City Mayor's Office - Permits & Inspections,cmo_issuance_of_indigenous_people_ip_certification_requirements,en,What to bring for Issuance of Indigenous People (IP) Certification?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Indigenous People (IP) Certification:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of indigenous people (ip) certification, requirements, documents"
1078,City Mayor's Office - Permits & Inspections,cmo_issuance_of_indigenous_people_ip_certification_requirements,tl,Ano ang mga kailangan para sa Issuance of Indigenous People (IP) Certification?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Indigenous People (IP) Certification:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of indigenous people (ip) certification, requirements, documents"
1079,City Mayor's Office - Permits & Inspections,cmo_issuance_of_indigenous_people_ip_certification_requirements,bis,Unsa ang requirements para sa Issuance of Indigenous People (IP) Certification?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Indigenous People (IP) Certification:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of indigenous people (ip) certification, requirements, documents"
1080,City Mayor's Office - Permits & Inspections,cmo_issuance_of_indigenous_people_ip_certification_process,en,How to apply for Issuance of Indigenous People (IP) Certification?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Indigenous People (IP) Certification:

",Citizen Charter Automated,"issuance of indigenous people (ip) certification, process, steps, how to"
1081,City Mayor's Office - Permits & Inspections,cmo_issuance_of_indigenous_people_ip_certification_process,en,What is the process for Issuance of Indigenous People (IP) Certification?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Indigenous People (IP) Certification:

",Citizen Charter Automated,"issuance of indigenous people (ip) certification, process, steps, how to"
1082,City Mayor's Office - Permits & Inspections,cmo_issuance_of_indigenous_people_ip_certification_process,tl,Paano ang proseso ng Issuance of Indigenous People (IP) Certification?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Indigenous People (IP) Certification:

",Citizen Charter Automated,"issuance of indigenous people (ip) certification, process, steps, how to"
